Drug name,Disease name,Reported Effect,,
cefepime,"Tachycardia, Supraventricular",side effect,,
cefepime,Tremor,side effect,,
cefepime,Wounds and Injuries,side effect,,
cefepime,Retinal Artery Occlusion,side effect,,
cefepime,"Panniculitis, Lupus Erythematosus",side effect,,
cefepime,Panic Disorder,side effect,,
cefepime,"Toxoplasmosis, Cerebral",side effect,,
cefepime,"Tachycardia, Ventricular",side effect,,
cefepime,Polymyositis,side effect,,
cefepime,"Skin Diseases, Vascular",side effect,,
cefepime,Exfoliation Syndrome,side effect,,
cefepime,Thrombophilia,side effect,,
cefepime,Serotonin Syndrome,side effect,,
cefepime,Parkinsonian Disorders,side effect,,
cefepime,Hypoalbuminemia,side effect,,
cefepime,"Renal Insufficiency, Chronic",side effect,,
cefepime,Acute Coronary Syndrome,side effect,,
cefepime,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
cefepime,Peripheral Arterial Disease,side effect,,
cefpodoxime,Ovarian epithelial cancer,side effect,,
cefpodoxime,"High serum cholesterol, familial",side effect,,
cefpodoxime,Aneurysm,side effect,,
cefpodoxime,Eating Disorders,side effect,,
cefpodoxime,Atrial Fibrillation,side effect,,
cefpodoxime,Autistic Disorder,side effect,,
cefpodoxime,Behcet Syndrome,side effect,,
cefpodoxime,Bone Diseases,side effect,,
cefpodoxime,"Bone Diseases, Endocrine",side effect,,
cefpodoxime,Cerebellar Neoplasms,side effect,,
cefpodoxime,Intracranial Aneurysm,side effect,,
cefpodoxime,Digestive System Diseases,therapeutic effect,,
cefpodoxime,"Dyskinesia, Drug-Induced",side effect,,
cefpodoxime,Dyspnea,side effect,,
cefpodoxime,Ear Neoplasms,side effect,,
cefpodoxime,Enuresis,side effect,,
cefpodoxime,"Fractures, Closed",side effect,,
cefpodoxime,Goiter,therapeutic effect,,
cefpodoxime,Hair Diseases,side effect,,
cefpodoxime,Head and Neck Neoplasms,side effect,,
cefpodoxime,Huntington Disease,side effect,,
cefpodoxime,Disorders of Excessive Somnolence,side effect,,
cefpodoxime,"Hypertension, Renovascular",side effect,,
cefpodoxime,Hypopituitarism,side effect,,
cefpodoxime,"Liver Neoplasms, Experimental",side effect,,
cefpodoxime,"Lymphoma, Non-Hodgkin",side effect,,
cefpodoxime,Myocarditis,side effect,,
cefpodoxime,Myoclonus,side effect,,
cefpodoxime,Papilledema,side effect,,
cefpodoxime,"Pemphigoid, Bullous",side effect,,
cefpodoxime,Pemphigus,side effect,,
cefpodoxime,Pica,side effect,,
cefpodoxime,Polyploidy,side effect,,
cefpodoxime,"Pregnancy, Prolonged",side effect,,
cefpodoxime,Hyperacusis,side effect,,
cefpodoxime,Rheumatic Heart Disease,side effect,,
cefpodoxime,Sleep Deprivation,side effect,,
cefpodoxime,Staphylococcal Infections,side effect,,
cefpodoxime,"Stress Disorders, Post-Traumatic",side effect,,
cefpodoxime,Retinal Artery Occlusion,side effect,,
cefpodoxime,"Panniculitis, Peritoneal",side effect,,
cefpodoxime,Panic Disorder,side effect,,
cefpodoxime,Polymyositis,side effect,,
cefpodoxime,Hypokinesia,side effect,,
cefpodoxime,Intervertebral Disc Degeneration,side effect,,
cefpodoxime,Drug Overdose,side effect,,
ceftibuten,Rectal Neoplasms,therapeutic effect,,
celecoxib,succinic semialdehyde dehydrogenase deficiency,side effect,,
celecoxib,Intrahepatic Cholestasis of Pregnancy,side effect,,
celecoxib,"Hypoglycemia, leucine-induced",side effect,,
celecoxib,Mesenteric vascular disease,side effect,,
celecoxib,"Anemia, Hemolytic, Autoimmune",therapeutic effect,,
celecoxib,Angina Pectoris,side effect,,
celecoxib,Anxiety Disorders,side effect,,
celecoxib,Aortic Valve Insufficiency,side effect,,
celecoxib,Arterial Occlusive Diseases,side effect,,
celecoxib,Ataxia,side effect,,
celecoxib,Atrial Flutter,therapeutic effect,,
celecoxib,Autoimmune Diseases,side effect,,
celecoxib,Back Pain,side effect,,
celecoxib,Bacterial Infections,side effect,,
celecoxib,Behcet Syndrome,side effect,,
celecoxib,Bipolar Disorder,side effect,,
celecoxib,Urinary Bladder Calculi,side effect,,
celecoxib,Urinary Bladder Diseases,therapeutic effect,,
celecoxib,Bone Diseases,side effect,,
celecoxib,"Bone Diseases, Endocrine",side effect,,
celecoxib,"Brain Damage, Chronic",side effect,,
celecoxib,Brain Diseases,side effect,,
celecoxib,Bronchiectasis,side effect,,
celecoxib,Cadmium Poisoning,side effect,,
celecoxib,"Cardiomyopathy, Alcoholic",side effect,,
celecoxib,Carotid Artery Diseases,side effect,,
celecoxib,Cattle Diseases,side effect,,
celecoxib,Celiac Disease,therapeutic effect,,
celecoxib,Central Nervous System Diseases,side effect,,
celecoxib,Cerebellar Neoplasms,side effect,,
celecoxib,Cerebral Infarction,side effect,,
celecoxib,Cholangitis,therapeutic effect,,
celecoxib,Chorea,side effect,,
celecoxib,Cognition Disorders,side effect,,
celecoxib,Colitis,therapeutic effect,,
celecoxib,Coma,side effect,,
celecoxib,Consciousness Disorders,side effect,,
celecoxib,Coxsackievirus Infections,side effect,,
celecoxib,Decompression Sickness,side effect,,
celecoxib,"Dermatitis, Atopic",therapeutic effect,,
celecoxib,Digestive System Diseases,side effect,,
celecoxib,"Dyskinesia, Drug-Induced",side effect,,
celecoxib,Dyspnea,side effect,,
celecoxib,Ear Neoplasms,side effect,,
celecoxib,Endometriosis,side effect,,
celecoxib,Enuresis,side effect,,
celecoxib,"Epilepsies, Partial",side effect,,
celecoxib,Esophagitis,side effect,,
celecoxib,Extravasation of Diagnostic and therapeutic effect Materials,side effect,,
celecoxib,Eyelid Neoplasms,side effect,,
celecoxib,Facial Nerve Diseases,therapeutic effect,,
celecoxib,"Fatty Liver, Alcoholic",therapeutic effect,,
celecoxib,Fibromyalgia,side effect,,
celecoxib,"Fractures, Closed",side effect,,
celecoxib,Gastroesophageal Reflux,side effect,,
celecoxib,Glomerulonephritis,side effect,,
celecoxib,"Glomerulonephritis, IGA",side effect,,
celecoxib,Gout,therapeutic effect,,
celecoxib,Head and Neck Neoplasms,side effect,,
celecoxib,Heart Failure,side effect,,
celecoxib,Hemophilia A,therapeutic effect,,
celecoxib,Hemorrhage,side effect,,
celecoxib,Hepatolenticular Degeneration,side effect,,
celecoxib,Huntington Disease,side effect,,
celecoxib,Hyperplasia,side effect,,
celecoxib,"Hypertension, Renal",side effect,,
celecoxib,Hypochondriasis,therapeutic effect,,
celecoxib,Hypopituitarism,side effect,,
celecoxib,Infection,side effect,,
celecoxib,"Infertility, Male",side effect,,
celecoxib,Polycystic Kidney Diseases,side effect,,
celecoxib,Lactation Disorders,side effect,,
celecoxib,Leg Ulcer,side effect,,
celecoxib,"Leishmaniasis, Visceral",therapeutic effect,,
celecoxib,"Liver Neoplasms, Experimental",side effect,,
celecoxib,Melanoma,side effect,,
celecoxib,Meniere Disease,therapeutic effect,,
celecoxib,Metaplasia,therapeutic effect,,
celecoxib,Moyamoya Disease,side effect,,
celecoxib,Muscular Diseases,side effect,,
celecoxib,Mycoses,side effect,,
celecoxib,Myocarditis,therapeutic effect,,
celecoxib,Myoma,side effect,,
celecoxib,Nasal Polyps,side effect,,
celecoxib,Nephrosis,side effect,,
celecoxib,Nervous System Diseases,therapeutic effect,,
celecoxib,Neural Tube Defects,therapeutic effect,,
celecoxib,Neuroblastoma,therapeutic effect,,
celecoxib,Oligomenorrhea,side effect,,
celecoxib,Ophthalmoplegia,therapeutic effect,,
celecoxib,Pancreatic Diseases,therapeutic effect,,
celecoxib,Pancreatitis,therapeutic effect,,
celecoxib,Papilledema,therapeutic effect,,
celecoxib,Paraganglioma,therapeutic effect,,
celecoxib,Paraphilias,therapeutic effect,,
celecoxib,Paraplegia,side effect,,
celecoxib,"Parkinson Disease, Secondary",side effect,,
celecoxib,Pemphigus,side effect,,
celecoxib,Peripheral Nervous System Diseases,side effect,,
celecoxib,Pheochromocytoma,side effect,,
celecoxib,Plasmacytoma,side effect,,
celecoxib,Polycystic Ovary Syndrome,side effect,,
celecoxib,Polycythemia,side effect,,
celecoxib,Pregnancy Complications,side effect,,
celecoxib,"Pregnancy, Prolonged",side effect,,
celecoxib,Prenatal Exposure Delayed Effects,therapeutic effect,,
celecoxib,Pseudohypoparathyroidism,therapeutic effect,,
celecoxib,Pseudotumor Cerebri,therapeutic effect,,
celecoxib,Reflex Sympathetic Dystrophy,side effect,,
celecoxib,Retinoblastoma,side effect,,
celecoxib,Sarcoidosis,side effect,,
celecoxib,"Schizophrenia, Childhood",side effect,,
celecoxib,Skin Diseases,side effect,,
celecoxib,Sleep Deprivation,side effect,,
celecoxib,"Spasms, Infantile",side effect,,
celecoxib,"Stress Disorders, Post-Traumatic",side effect,,
celecoxib,Strongyloidiasis,therapeutic effect,,
celecoxib,"Tachycardia, Sinus",side effect,,
celecoxib,"Tachycardia, Supraventricular",side effect,,
celecoxib,Tinnitus,side effect,,
celecoxib,Trigeminal Neuralgia,side effect,,
celecoxib,Vaginal Diseases,therapeutic effect,,
celecoxib,Vision Disorders,side effect,,
celecoxib,Vomiting,side effect,,
celecoxib,"Cholangitis, Sclerosing",therapeutic effect,,
celecoxib,"Panniculitis, Lupus Erythematosus",side effect,,
celecoxib,"Blood Loss, Surgical",therapeutic effect,,
celecoxib,Sjogren-Larsson Syndrome,side effect,,
celecoxib,Peripheral Vascular Diseases,side effect,,
celecoxib,Panic Disorder,side effect,,
celecoxib,MELAS Syndrome,side effect,,
celecoxib,Polymyositis,side effect,,
celecoxib,"Melanoma, Amelanotic",therapeutic effect,,
celecoxib,Systemic Inflammatory Response Syndrome,side effect,,
celecoxib,"Carcinoma, Lewis Lung",side effect,,
celecoxib,Thrombophilia,side effect,,
celecoxib,Neurobehavioral Manifestations,side effect,,
celecoxib,Stereotypic Movement Disorder,side effect,,
celecoxib,Protein C Deficiency,therapeutic effect,,
celecoxib,Serotonin Syndrome,side effect,,
celecoxib,Neurotoxicity Syndromes,side effect,,
celecoxib,Amaurosis Fugax,side effect,,
celecoxib,Metabolic Syndrome X,side effect,,
celecoxib,Hypoalbuminemia,side effect,,
celecoxib,Glucose Metabolism Disorders,side effect,,
celecoxib,Congenital Hyperinsulinism,side effect,,
celecoxib,Gastrointestinal Stromal Tumors,side effect,,
celecoxib,Mucositis,side effect,,
celecoxib,Dysuria,therapeutic effect,,
celecoxib,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
celecoxib,Histiocytic Sarcoma,side effect,,
celecoxib,Intervertebral Disc Degeneration,side effect,,
celecoxib,Peripheral Arterial Disease,side effect,,
cetrorelix,Myocarditis,therapeutic effect,,
cevimeline,Intrahepatic Cholestasis of Pregnancy,side effect,,
cevimeline,"Thyroid cancer, papillary",side effect,,
cevimeline,Angina Pectoris,side effect,,
cevimeline,Arterial Occlusive Diseases,therapeutic effect,,
cevimeline,Atrial Fibrillation,side effect,,
cevimeline,Atrial Flutter,side effect,,
cevimeline,Autistic Disorder,side effect,,
cevimeline,Berylliosis,side effect,,
cevimeline,Bipolar Disorder,side effect,,
cevimeline,"Brain Damage, Chronic",side effect,,
cevimeline,Brain Diseases,side effect,,
cevimeline,Bronchiectasis,side effect,,
cevimeline,"Cardiomyopathy, Alcoholic",side effect,,
cevimeline,Cattle Diseases,side effect,,
cevimeline,Coma,side effect,,
cevimeline,Constipation,side effect,,
cevimeline,Coxsackievirus Infections,side effect,,
cevimeline,Decompression Sickness,side effect,,
cevimeline,"Dermatitis, Contact",side effect,,
cevimeline,"Diabetes Mellitus, Experimental",side effect,,
cevimeline,Digestive System Diseases,side effect,,
cevimeline,"Dyskinesia, Drug-Induced",side effect,,
cevimeline,Dyspnea,side effect,,
cevimeline,Eclampsia,side effect,,
cevimeline,Enuresis,side effect,,
cevimeline,"Epilepsies, Partial",side effect,,
cevimeline,Esophagitis,side effect,,
cevimeline,Fetal Diseases,side effect,,
cevimeline,Fibromyalgia,side effect,,
cevimeline,"Fractures, Closed",side effect,,
cevimeline,Galactorrhea,side effect,,
cevimeline,Gastroesophageal Reflux,side effect,,
cevimeline,Glomerulonephritis,side effect,,
cevimeline,Gout,side effect,,
cevimeline,Graft vs Host Disease,side effect,,
cevimeline,Hemianopsia,side effect,,
cevimeline,Hemorrhagic Disorders,side effect,,
cevimeline,"Hypertension, Portal",side effect,,
cevimeline,Hypopituitarism,side effect,,
cevimeline,"Infertility, Male",side effect,,
cevimeline,Leg Ulcer,side effect,,
cevimeline,"Meningitis, Pneumococcal",side effect,,
cevimeline,Musculoskeletal Diseases,side effect,,
cevimeline,Nephrosis,side effect,,
cevimeline,Oligomenorrhea,side effect,,
cevimeline,Pancreatic Diseases,side effect,,
cevimeline,Pancreatitis,side effect,,
cevimeline,Papilledema,side effect,,
cevimeline,Peripheral Nervous System Diseases,side effect,,
cevimeline,Pheochromocytoma,side effect,,
cevimeline,Polycythemia,side effect,,
cevimeline,Polyuria,side effect,,
cevimeline,Retinal Vein Occlusion,side effect,,
cevimeline,Retinoblastoma,side effect,,
cevimeline,"Shock, Septic",side effect,,
cevimeline,Snoring,side effect,,
cevimeline,"Tachycardia, Supraventricular",side effect,,
cevimeline,Tongue Neoplasms,side effect,,
cevimeline,Trismus,side effect,,
cevimeline,Urinary Calculi,side effect,,
cevimeline,Ventricular Outflow Obstruction,side effect,,
cevimeline,Vomiting,side effect,,
cevimeline,"Panniculitis, Lupus Erythematosus",side effect,,
cevimeline,Polymyositis,side effect,,
cevimeline,Neuroectodermal Tumors,side effect,,
cevimeline,Systemic Inflammatory Response Syndrome,side effect,,
cevimeline,"Carcinoma, Lewis Lung",side effect,,
cevimeline,"Optic Neuropathy, Ischemic",side effect,,
cevimeline,"Sleep Apnea, Central",side effect,,
cevimeline,Serotonin Syndrome,side effect,,
cevimeline,Glucose Metabolism Disorders,side effect,,
cevimeline,Congenital Hyperinsulinism,side effect,,
cevimeline,Acute Coronary Syndrome,side effect,,
cevimeline,Peripheral Arterial Disease,side effect,,
cevimeline,Drug Overdose,side effect,,
chlorcyclizine,"Fractures, Closed",therapeutic effect,,
chlordesmethyldiazepam,Angioedema,therapeutic effect,,
chlordesmethyldiazepam,"Tachycardia, Paroxysmal",therapeutic effect,,
chloroprocaine,Papilledema,therapeutic effect,,
ciclopirox,Intrahepatic Cholestasis of Pregnancy,side effect,,
ciclopirox,Brachydactyly with hypertension,side effect,,
ciclopirox,Amnesia,side effect,,
ciclopirox,"Anemia, Hemolytic, Autoimmune",therapeutic effect,,
ciclopirox,Angina Pectoris,side effect,,
ciclopirox,Aortic Valve Insufficiency,side effect,,
ciclopirox,Atrial Flutter,side effect,,
ciclopirox,Berylliosis,side effect,,
ciclopirox,Urinary Bladder Calculi,side effect,,
ciclopirox,Urinary Bladder Diseases,side effect,,
ciclopirox,Blepharospasm,side effect,,
ciclopirox,Bone Diseases,side effect,,
ciclopirox,"Brain Damage, Chronic",side effect,,
ciclopirox,Brain Diseases,side effect,,
ciclopirox,Breast Neoplasms,side effect,,
ciclopirox,Bronchiectasis,side effect,,
ciclopirox,Bronchopneumonia,side effect,,
ciclopirox,Bronchopulmonary Dysplasia,side effect,,
ciclopirox,Burkitt Lymphoma,side effect,,
ciclopirox,"Cardiomyopathy, Alcoholic",side effect,,
ciclopirox,Carotid Artery Diseases,side effect,,
ciclopirox,Celiac Disease,therapeutic effect,,
ciclopirox,Cerebellar Neoplasms,side effect,,
ciclopirox,Cerebral Infarction,side effect,,
ciclopirox,Coma,side effect,,
ciclopirox,Coxsackievirus Infections,side effect,,
ciclopirox,Decompression Sickness,side effect,,
ciclopirox,Depressive Disorder,side effect,,
ciclopirox,"Dermatitis, Atopic",therapeutic effect,,
ciclopirox,Digestive System Diseases,side effect,,
ciclopirox,Dizziness,side effect,,
ciclopirox,Dyspnea,side effect,,
ciclopirox,Eczema,side effect,,
ciclopirox,"Epilepsies, Partial",side effect,,
ciclopirox,Esophageal and Gastric Varices,side effect,,
ciclopirox,Esophagitis,side effect,,
ciclopirox,Fanconi Syndrome,side effect,,
ciclopirox,Fatty Liver,side effect,,
ciclopirox,Glomerulonephritis,side effect,,
ciclopirox,"Glomerulonephritis, IGA",side effect,,
ciclopirox,Gout,side effect,,
ciclopirox,Head and Neck Neoplasms,side effect,,
ciclopirox,Hemianopsia,side effect,,
ciclopirox,Hepatolenticular Degeneration,side effect,,
ciclopirox,Herpes Genitalis,side effect,,
ciclopirox,Huntington Disease,side effect,,
ciclopirox,Hyperlipoproteinemia Type V,side effect,,
ciclopirox,Disorders of Excessive Somnolence,side effect,,
ciclopirox,"Hypertension, Pulmonary",side effect,,
ciclopirox,"Hypertension, Renal",side effect,,
ciclopirox,Hypopituitarism,side effect,,
ciclopirox,"Infertility, Male",side effect,,
ciclopirox,Inflammation,side effect,,
ciclopirox,Leg Ulcer,side effect,,
ciclopirox,Melanoma,side effect,,
ciclopirox,"Meningitis, Pneumococcal",side effect,,
ciclopirox,Myoclonus,side effect,,
ciclopirox,Myofascial Pain Syndromes,side effect,,
ciclopirox,Myotonic Dystrophy,side effect,,
ciclopirox,Nephrosis,side effect,,
ciclopirox,Osteomalacia,side effect,,
ciclopirox,Papilledema,side effect,,
ciclopirox,Paraplegia,side effect,,
ciclopirox,Peripheral Nervous System Diseases,side effect,,
ciclopirox,Polycythemia,side effect,,
ciclopirox,Pulmonary Embolism,side effect,,
ciclopirox,Rhinitis,therapeutic effect,,
ciclopirox,"Schizophrenia, Catatonic",side effect,,
ciclopirox,Sciatica,side effect,,
ciclopirox,Sleep Deprivation,side effect,,
ciclopirox,"Stress Disorders, Post-Traumatic",side effect,,
ciclopirox,Substance Withdrawal Syndrome,side effect,,
ciclopirox,Vision Disorders,side effect,,
ciclopirox,Sjogren-Larsson Syndrome,side effect,,
ciclopirox,"Lymphoma, Large B-Cell, Diffuse",side effect,,
ciclopirox,Panic Disorder,side effect,,
ciclopirox,"Toxoplasmosis, Cerebral",therapeutic effect,,
ciclopirox,Polymyositis,side effect,,
ciclopirox,Porokeratosis,side effect,,
ciclopirox,Exfoliation Syndrome,side effect,,
ciclopirox,Thrombophilia,side effect,,
ciclopirox,Intervertebral Disc Degeneration,side effect,,
ciclopirox,Drug-Induced Liver Injury,side effect,,
cidofovir,"High serum cholesterol, familial",side effect,,
cidofovir,"Anemia, Pernicious",therapeutic effect,,
cidofovir,Bone Neoplasms,side effect,,
cidofovir,Bronchopneumonia,side effect,,
cidofovir,Cognition Disorders,side effect,,
cidofovir,"Dermatitis, Contact",side effect,,
cidofovir,Disseminated Intravascular Coagulation,side effect,,
cidofovir,Dyspnea,side effect,,
cidofovir,Eyelid Neoplasms,side effect,,
cidofovir,"Glaucoma, Open-Angle",side effect,,
cidofovir,Glomerulonephritis,side effect,,
cidofovir,Hemorrhagic Disorders,side effect,,
cidofovir,Insect Bites and Stings,side effect,,
cidofovir,Meningoencephalitis,side effect,,
cidofovir,Myocarditis,side effect,,
cidofovir,Myoma,side effect,,
cidofovir,Nephrosis,side effect,,
cidofovir,Paraplegia,side effect,,
cidofovir,Parkinson Disease,side effect,,
cidofovir,"Pemphigoid, Bullous",side effect,,
cidofovir,Pemphigus,side effect,,
cidofovir,Recurrence,side effect,,
cidofovir,"Respiratory Distress Syndrome, Adult",side effect,,
cidofovir,Retinal Vein Occlusion,side effect,,
cidofovir,"Sinus Thrombosis, Intracranial",side effect,,
cidofovir,Sleep Deprivation,side effect,,
cidofovir,Ventricular Outflow Obstruction,side effect,,
cidofovir,Vomiting,side effect,,
cidofovir,Retinal Artery Occlusion,side effect,,
cidofovir,Spinocerebellar Ataxias,side effect,,
cidofovir,Alexander Disease,side effect,,
cidofovir,Acute Coronary Syndrome,side effect,,
cilostazol,Intrahepatic Cholestasis of Pregnancy,side effect,,
cilostazol,"Anemia, Aplastic",side effect,,
cilostazol,Anorexia Nervosa,side effect,,
cilostazol,Eating Disorders,side effect,,
cilostazol,Arterial Occlusive Diseases,side effect,,
cilostazol,Autoimmune Diseases,side effect,,
cilostazol,Back Pain,side effect,,
cilostazol,Urinary Bladder Diseases,side effect,,
cilostazol,Breast Neoplasms,side effect,,
cilostazol,Bronchitis,side effect,,
cilostazol,Bronchopneumonia,side effect,,
cilostazol,Cadmium Poisoning,side effect,,
cilostazol,Carcinoma,side effect,,
cilostazol,Cognition Disorders,side effect,,
cilostazol,Corneal Diseases,therapeutic effect,,
cilostazol,Coronary Aneurysm,therapeutic effect,,
cilostazol,"Diabetes Mellitus, Experimental",side effect,,
cilostazol,Dysarthria,side effect,,
cilostazol,"Dyskinesia, Drug-Induced",side effect,,
cilostazol,Dyspnea,side effect,,
cilostazol,Endometriosis,side effect,,
cilostazol,Enuresis,side effect,,
cilostazol,"Epilepsies, Partial",side effect,,
cilostazol,"Epilepsy, Absence",side effect,,
cilostazol,Eyelid Neoplasms,side effect,,
cilostazol,Galactorrhea,side effect,,
cilostazol,Head and Neck Neoplasms,side effect,,
cilostazol,Hyperaldosteronism,side effect,,
cilostazol,"Infant, Newborn, Diseases",therapeutic effect,,
cilostazol,Insect Bites and Stings,side effect,,
cilostazol,Leukemia,side effect,,
cilostazol,Moyamoya Disease,side effect,,
cilostazol,Mycosis Fungoides,side effect,,
cilostazol,Myotonic Dystrophy,side effect,,
cilostazol,Papilledema,side effect,,
cilostazol,Paraphilias,side effect,,
cilostazol,Parkinson Disease,side effect,,
cilostazol,"Pemphigoid, Bullous",side effect,,
cilostazol,Polycythemia,side effect,,
cilostazol,Polyradiculopathy,therapeutic effect,,
cilostazol,Sigmoid Neoplasms,side effect,,
cilostazol,Stomach Ulcer,side effect,,
cilostazol,Sturge-Weber Syndrome,side effect,,
cilostazol,"Tachycardia, Ectopic Junctional",therapeutic effect,,
cilostazol,Thrombocytopenia,side effect,,
cilostazol,Tobacco Use Disorder,therapeutic effect,,
cilostazol,Tremor,side effect,,
cilostazol,Vision Disorders,side effect,,
cilostazol,Churg-Strauss Syndrome,side effect,,
cilostazol,"Vision, Low",side effect,,
cilostazol,"Tachycardia, Ventricular",side effect,,
cilostazol,MELAS Syndrome,side effect,,
cilostazol,Diffuse Axonal Injury,therapeutic effect,,
cilostazol,Metabolic Syndrome X,therapeutic effect,,
cilostazol,Acute Coronary Syndrome,side effect,,
cilostazol,Drug Overdose,side effect,,
cimadronate,Behcet Syndrome,side effect,,
cimadronate,Blood Coagulation Disorders,side effect,,
cimadronate,Brain Diseases,side effect,,
cimadronate,"Cardiomyopathy, Dilated",therapeutic effect,,
cimadronate,Celiac Disease,therapeutic effect,,
cimadronate,Cystic Fibrosis,side effect,,
cimadronate,"Fractures, Closed",side effect,,
cimadronate,Disorders of Excessive Somnolence,side effect,,
cimadronate,Mycoses,side effect,,
cimadronate,Nervous System Diseases,therapeutic effect,,
cimadronate,Papillon-Lefevre Disease,therapeutic effect,,
cimadronate,"Pemphigoid, Bullous",side effect,,
cimadronate,Pheochromocytoma,side effect,,
cimadronate,Sturge-Weber Syndrome,side effect,,
cimadronate,"Skin Diseases, Vascular",side effect,,
cinitapride,Esophagitis,therapeutic effect,,
cinitapride,Craniocerebral Trauma,therapeutic effect,,
cinitapride,Headache,therapeutic effect,,
cinitapride,Sturge-Weber Syndrome,therapeutic effect,,
clidinium,Dizziness,therapeutic effect,,
clobazam,"Thyroid cancer, papillary",side effect,,
clobazam,"Hypoglycemia, leucine-induced",side effect,,
clobazam,"Hypomagnesemia 2, renal",side effect,,
clobazam,Amnesia,side effect,,
clobazam,"Anemia, Megaloblastic",side effect,,
clobazam,Aortic Aneurysm,side effect,,
clobazam,Eating Disorders,side effect,,
clobazam,Arterial Occlusive Diseases,side effect,,
clobazam,"Arthritis, Juvenile",side effect,,
clobazam,Atrial Fibrillation,side effect,,
clobazam,Autoimmune Diseases,therapeutic effect,,
clobazam,Bone Neoplasms,side effect,,
clobazam,Catalepsy,side effect,,
clobazam,Cystic Fibrosis,side effect,,
clobazam,Delirium,side effect,,
clobazam,"Dermatitis, Contact",side effect,,
clobazam,"Diabetes Mellitus, Experimental",side effect,,
clobazam,"Diabetes Mellitus, Type 1",side effect,,
clobazam,"Diabetes Mellitus, Type 2",side effect,,
clobazam,"Dyskinesia, Drug-Induced",side effect,,
clobazam,Exanthema,side effect,,
clobazam,Eyelid Neoplasms,side effect,,
clobazam,Fibromyalgia,side effect,,
clobazam,Finger Injuries,therapeutic effect,,
clobazam,Flatulence,side effect,,
clobazam,"Fractures, Closed",side effect,,
clobazam,Galactorrhea,side effect,,
clobazam,"Glaucoma, Open-Angle",side effect,,
clobazam,Heart Failure,side effect,,
clobazam,Heart Valve Diseases,side effect,,
clobazam,Herpes Genitalis,side effect,,
clobazam,Inflammation,side effect,,
clobazam,Leg Ulcer,side effect,,
clobazam,Mouth Neoplasms,side effect,,
clobazam,Myoma,side effect,,
clobazam,Nelson Syndrome,therapeutic effect,,
clobazam,Paraplegia,side effect,,
clobazam,Parkinson Disease,side effect,,
clobazam,Peripheral Nervous System Diseases,side effect,,
clobazam,Pre-Eclampsia,side effect,,
clobazam,"Pregnancy Complications, Cardiovascular",side effect,,
clobazam,Pulmonary Embolism,side effect,,
clobazam,Rectal Neoplasms,side effect,,
clobazam,Recurrence,side effect,,
clobazam,Restless Legs Syndrome,side effect,,
clobazam,Sarcoidosis,side effect,,
clobazam,Schizophrenia,side effect,,
clobazam,Sciatica,side effect,,
clobazam,"Shock, Septic",therapeutic effect,,
clobazam,"Spasms, Infantile",side effect,,
clobazam,Status Epilepticus,therapeutic effect,,
clobazam,"Stomatitis, Aphthous",side effect,,
clobazam,"Stress Disorders, Post-Traumatic",side effect,,
clobazam,Sturge-Weber Syndrome,side effect,,
clobazam,"Tachycardia, Sinus",side effect,,
clobazam,Tuberous Sclerosis,side effect,,
clobazam,Vision Disorders,side effect,,
clobazam,"Vision, Low",side effect,,
clobazam,Retinal Artery Occlusion,side effect,,
clobazam,Weight Loss,side effect,,
clobazam,"Liver Failure, Acute",side effect,,
clobazam,Polymyositis,side effect,,
clobazam,Porokeratosis,side effect,,
clobazam,Conduct Disorder,side effect,,
clobazam,Congenital Hyperinsulinism,side effect,,
clobazam,"Renal Insufficiency, Chronic",side effect,,
clobazam,Scleromyxedema,therapeutic effect,,
clobazam,Peripheral Arterial Disease,side effect,,
clofarabine,succinic semialdehyde dehydrogenase deficiency,side effect,,
clofarabine,"High serum cholesterol, familial",side effect,,
clofarabine,Altitude Sickness,side effect,,
clofarabine,Aneurysm,side effect,,
clofarabine,Angina Pectoris,side effect,,
clofarabine,Aortic Valve Insufficiency,side effect,,
clofarabine,Autistic Disorder,side effect,,
clofarabine,Berylliosis,side effect,,
clofarabine,Blepharospasm,side effect,,
clofarabine,Carotid Artery Diseases,side effect,,
clofarabine,Catalepsy,side effect,,
clofarabine,Central Nervous System Diseases,side effect,,
clofarabine,Colitis,side effect,,
clofarabine,Coma,side effect,,
clofarabine,Coxsackievirus Infections,side effect,,
clofarabine,Cystic Fibrosis,side effect,,
clofarabine,Decompression Sickness,side effect,,
clofarabine,Depressive Disorder,side effect,,
clofarabine,"Diabetes Mellitus, Experimental",side effect,,
clofarabine,Enuresis,side effect,,
clofarabine,Fibromyalgia,side effect,,
clofarabine,"Fractures, Closed",side effect,,
clofarabine,Friedreich Ataxia,side effect,,
clofarabine,"Histiocytosis, Langerhans-Cell",side effect,,
clofarabine,"Infertility, Male",side effect,,
clofarabine,Insect Bites and Stings,side effect,,
clofarabine,Leg Ulcer,side effect,,
clofarabine,"Leishmaniasis, Mucocutaneous",side effect,,
clofarabine,Meningoencephalitis,side effect,,
clofarabine,Myotonic Dystrophy,side effect,,
clofarabine,Nephrosis,side effect,,
clofarabine,Obesity,side effect,,
clofarabine,"Pain, Intractable",side effect,,
clofarabine,Papilledema,side effect,,
clofarabine,Paraplegia,side effect,,
clofarabine,"Parkinson Disease, Secondary",side effect,,
